title,listed_in,rating,duration,seasons,International TV Shows, TV Dramas, TV Mysteries,Crime TV Shows, International TV Shows, TV Action & Adventure,Docuseries, Reality TV, Romantic TV Shows, TV Comedies,TV Dramas, TV Horror,British TV Shows, Docuseries, Crime TV Shows,TV Comedies, Spanish-Language TV Shows, TV Thrillers,Kids' TV, TV Sci-Fi & Fantasy,Reality TV,Anime Series, Kids' TV, Korean TV Shows, Science & Nature TV, Teen TV Shows,TV Shows,TV Action & Adventure,Stand-Up Comedy & Talk Shows,Classic & Cult TV, Stand-Up Comedy & Talk Shows,Romantic TV Shows,TV Horror,Spanish-Language TV Shows, Classic & Cult TV,TV Sci-Fi & Fantasy,Cluster,PCA1,PCA2,Cluster_Label
Club Friday To Be Continued - The Promise,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5964354880063083,-0.8195640352235064,Short Comedies
Cold Case Files,"['Crime TV Shows', ' Docuseries']",2,1 Season,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.4207125937223573,-1.9356864708819688,Family/Kids Shows
Cold Case Files Classic,"['Crime TV Shows', ' Docuseries']",4,1 Season,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.6966142382292069,-1.3331572464092807,Family/Kids Shows
Comedy Bang! Bang!,"['Stand-Up Comedy & Talk Shows', ' TV Comedies']",2,5 Seasons,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.4453303920582042,1.4836829317383784,Short Comedies
Comedy High School,"['International TV Shows', ' TV Comedies']",2,1 Season,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6096167427273267,0.0035677949193590923,Short Comedies
Conan Without Borders,"['Docuseries', ' TV Comedies']",2,1 Season,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.006503342144944172,0.25704871188481615,Family/Kids Shows
Cooking on High,['Reality TV'],4,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.24390342200092782,0.593623025137888,Family/Kids Shows
Court Justice,"['Crime TV Shows', ' Docuseries', ' International TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.465490974978514,-2.2340346713429193,Family/Kids Shows
Crime Time,"['Crime TV Shows', ' International TV Shows', ' TV Action & Adventure']",4,1 Season,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2879001733735942,-1.3211113669216332,Family/Kids Shows
Dad's Army,"['British TV Shows', ' Classic & Cult TV', ' TV Comedies']",5,10 Seasons,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,-2.3782853595428275,1.886725088758964,Family/Kids Shows
Dance Academy,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']",5,1 Season,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4584846657528834,-0.5182994229871621,Short Comedies
Dandy,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2859760890786531,-1.9927714700287775,Family/Kids Shows
Dangerous Roads,"['British TV Shows', ' Docuseries']",4,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.323432865994297,-0.801675815646402,Family/Kids Shows
Darr Sabko Lagta Hai,"['International TV Shows', ' TV Horror', ' TV Thrillers']",4,1 Season,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.565690923652285,0.16980098084881204,Mixed Genre Epics
Day and Night,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.7843558269167142,-1.916954390069706,Family/Kids Shows
Days We Stared at the Sun,"['International TV Shows', ' TV Dramas']",4,2 Seasons,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5312530984619415,-0.3356929078798005,Mixed Genre Epics
Deep Undercover Collection,"['Crime TV Shows', ' Docuseries']",4,3 Seasons,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.7504266160264519,-1.1168534622983053,Family/Kids Shows
Deep Water,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.7843558269167142,-1.916954390069706,Family/Kids Shows
Devlok with Devdutt Pattanaik,['International TV Shows'],5,1 Season,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8093706925927437,0.3336310609694323,Short Comedies
Dexter,"['Crime TV Shows', ' TV Dramas', ' TV Mysteries']",4,8 Seasons,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2785732017554187,-0.3239237404697217,Mixed Genre Epics
Dinner for Five,['Stand-Up Comedy & Talk Shows'],4,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.1093400802284636,1.0798740173301562,Short Comedies
Dino Hunt,"['Docuseries', ' Science & Nature TV']",3,1 Season,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-1.3966286546495905,-0.18473747594299111,Family/Kids Shows
Diva Brides,"['British TV Shows', ' Reality TV']",4,1 Season,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2852372951634465,-0.4265494148327801,Family/Kids Shows
Doomsday Preppers,"['Reality TV', ' Science & Nature TV']",2,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-0.833782684370991,-0.17822642873999228,Family/Kids Shows
Dramaworld,"['Romantic TV Shows', ' TV Comedies', ' TV Dramas']",2,1 Season,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1.5022327335640397,-0.06291157266272529,Mixed Genre Epics
"Drugs, Inc.","['Crime TV Shows', ' Docuseries']",4,1 Season,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.6966142382292069,-1.3331572464092807,Family/Kids Shows
Dueños del paraíso,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",2,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.0100744445718035,-2.5953006945014665,Family/Kids Shows
Earth to Luna!,"[""Kids' TV""]",6,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7540235740862442,2.379408833329393,Drama-heavy Long Series
Earth's Natural Wonders,"['British TV Shows', ' Docuseries', ' Science & Nature TV']",5,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-3.3002584062260123,-0.777883324870738,Family/Kids Shows
Earth's Natural Wonders: Life at the Extremes,"['British TV Shows', ' Docuseries', ' Science & Nature TV']",2,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-2.8864059394657375,-1.6816771615797699,Family/Kids Shows
Easy Fortune Happy Life,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3719912988662215,0.23037778410382917,Short Comedies
El Barco,"['International TV Shows', ' Romantic TV Shows', ' Spanish-Language TV Shows']",0,3 Seasons,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5928061370608235,-1.884135780016978,Short Comedies
El Cartel,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2859760890786531,-1.9927714700287775,Family/Kids Shows
El Cartel 2,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2859760890786531,-1.9927714700287775,Family/Kids Shows
El Chavo,"['Classic & Cult TV', "" Kids' TV"", ' Spanish-Language TV Shows']",5,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-1.3616807508885982,1.3887419936346237,Family/Kids Shows
El Clon,"['Romantic TV Shows', ' Spanish-Language TV Shows', ' TV Dramas']",2,1 Season,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1.225056660542188,-1.1886704719491323,Mixed Genre Epics
El Vato,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Comedies']",4,2 Seasons,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4160264196743113,0.1622205828200867,Short Comedies
Emogenius,['Reality TV'],5,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.3818542442543526,0.894887637374232,Family/Kids Shows
Encerrados,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4429326085729337,0.05406869076459878,Short Comedies
Encounters with Evil,"['British TV Shows', ' Crime TV Shows', ' Docuseries']",2,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3.222340195714418,-2.328875148169242,Family/Kids Shows
Enemigo íntimo,"['Crime TV Shows', ' Spanish-Language TV Shows', ' TV Dramas']",4,1 Season,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.09373842018504873,-1.568105293763516,Family/Kids Shows
Eurovision Song Contest,['International TV Shows'],5,1 Season,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8093706925927437,0.3336310609694323,Short Comedies
Everyday Miracles,"['British TV Shows', ' Docuseries', ' International TV Shows']",5,1 Season,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3.2033542360984053,-1.5094405203991839,Family/Kids Shows
Ex-Boyfriend,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.647892943373071,-0.3721514403688589,Short Comedies
Exclusive Edition,"['International TV Shows', ' TV Dramas']",2,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.8340609318674135,-1.0463740244079762,Mixed Genre Epics
Extras,"['British TV Shows', ' TV Comedies']",4,2 Seasons,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.8667419070725847,0.5653462849541467,Family/Kids Shows
Ezel,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",2,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.5084541824098646,-2.5194836145423944,Family/Kids Shows
Fairy Tail,"['Anime Series', ' International TV Shows']",4,1 Season,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.5976095968397168,-0.8872525170259715,Family/Kids Shows
Fake or Fortune?,"['British TV Shows', ' Crime TV Shows', ' Docuseries']",3,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3.360291017967843,-2.0276105359328978,Family/Kids Shows
Fatal Destiny,"['Crime TV Shows', ' International TV Shows', ' TV Action & Adventure']",4,1 Season,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2879001733735942,-1.3211113669216332,Family/Kids Shows
Father Brown,"['British TV Shows', ' Crime TV Shows', ' TV Dramas']",2,6 Seasons,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.675735992145731,-1.4710354066185884,Family/Kids Shows
Fear Files... Har Mod Pe Darr,"['International TV Shows', ' TV Horror', ' TV Thrillers']",4,1 Season,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.565690923652285,0.16980098084881204,Mixed Genre Epics
Filinta,"['Crime TV Shows', ' International TV Shows', ' TV Action & Adventure']",2,2 Seasons,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.038904717765367,-1.8154886993388335,Family/Kids Shows
Fit for Fashion,"['International TV Shows', ' Reality TV']",2,2 Seasons,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1373089768392197,-0.7720241207565918,Short Comedies
Fix It and Finish It,['Reality TV'],3,3 Seasons,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.15976497754474814,0.5086621970125198,Family/Kids Shows
Flowering Heart,"[""Kids' TV"", ' Korean TV Shows']",7,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12770911221133527,2.530549228354284,Drama-heavy Long Series
Food: Delicious Science,"['Docuseries', ' Science & Nature TV']",5,1 Season,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-1.67253029915644,0.4177917485296971,Family/Kids Shows
Footprints in the Sand,"['International TV Shows', ' TV Dramas']",2,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.8340609318674135,-1.0463740244079762,Mixed Genre Epics
For the Win,['Reality TV'],2,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.031998222505921825,-0.008906199334800094,Family/Kids Shows
Forces of Nature,"['British TV Shows', ' Docuseries', ' Science & Nature TV']",5,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-3.3002584062260123,-0.777883324870738,Family/Kids Shows
Forget Me Not,"['International TV Shows', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5581592873605639,-0.4438447999352884,Mixed Genre Epics
Four Seasons in Havana,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2859760890786531,-1.9927714700287775,Family/Kids Shows
Frasier,"['Classic & Cult TV', ' TV Comedies']",5,11 Seasons,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-0.49972507483549317,2.8866524434283054,Mixed Genre Epics
Friday Night Tykes,"['Docuseries', ' Reality TV']",5,4 Seasons,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.9464759525905707,0.6015544170288732,Family/Kids Shows
Friends,"['Classic & Cult TV', ' TV Comedies']",2,10 Seasons,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-0.05896641917659642,1.874706714663786,Mixed Genre Epics
Frozen Planet,"['British TV Shows', ' Docuseries', ' International TV Shows']",5,1 Season,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3.2033542360984053,-1.5094405203991839,Family/Kids Shows
Gabru: Hip Hop Revolution,"['International TV Shows', ' TV Dramas']",2,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.8340609318674135,-1.0463740244079762,Mixed Genre Epics
Galavant,"['TV Action & Adventure', ' TV Comedies']",5,2 Seasons,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.3800028167225282,1.8639337466215327,Mixed Genre Epics
Game Winning Hit,"['International TV Shows', ' TV Comedies', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9445528707348723,0.12988577072367055,Short Comedies
Gangs of Hassepur,"['International TV Shows', ' Stand-Up Comedy & Talk Shows', ' TV Comedies']",5,1 Season,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.7460455233185073,0.919648448246607,Short Comedies
Genius of the Ancient World,"['British TV Shows', ' Docuseries', ' International TV Shows']",5,1 Season,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3.2033542360984053,-1.5094405203991839,Family/Kids Shows
Genius of the Modern World,"['British TV Shows', ' Docuseries', ' International TV Shows']",5,1 Season,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3.2033542360984053,-1.5094405203991839,Family/Kids Shows
Gentlemen and Gangsters,"['Crime TV Shows', ' International TV Shows', ' Romantic TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.3569173987853648,-1.8164623766895471,Family/Kids Shows
Geronimo Stilton,"[""Kids' TV"", ' TV Comedies']",6,1 Season,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36762999071193575,2.953139403988352,Drama-heavy Long Series
Get Shorty,"['Crime TV Shows', ' TV Comedies', ' TV Dramas']",4,1 Season,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.37091449320690045,-0.44234639447710905,Family/Kids Shows
Ghost Town Gold,['Reality TV'],2,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.031998222505921825,-0.008906199334800094,Family/Kids Shows
Glowing Embers,"['International TV Shows', ' TV Dramas']",2,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.8340609318674135,-1.0463740244079762,Mixed Genre Epics
Goldie & Bear,"[""Kids' TV""]",6,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7809297629848668,2.487560725384881,Drama-heavy Long Series
Gomorrah,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,2 Seasons,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.8112620158153366,-1.8088024980142179,Family/Kids Shows
Gonul,"['International TV Shows', ' TV Dramas', ' TV Thrillers']",2,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.9689369851894425,-1.0093387250977905,Mixed Genre Epics
Gossip Girl,"['TV Dramas', ' Teen TV Shows']",2,6 Seasons,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.22367512374105553,0.6303448154990935,Mixed Genre Epics
Grand Designs,"['British TV Shows', ' International TV Shows', ' Reality TV']",2,2 Seasons,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.8051185763045257,-1.8218041721836182,Family/Kids Shows
Grand Hotel,"['International TV Shows', ' Romantic TV Shows', ' Spanish-Language TV Shows']",5,3 Seasons,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9030520257937003,-0.37781271883525835,Short Comedies
Great Interior Design Challenge,"['British TV Shows', ' International TV Shows', ' Reality TV']",5,2 Seasons,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.2189710430648013,-0.9180103354745862,Family/Kids Shows
Great Yellowstone Thaw,"['Docuseries', ' Science & Nature TV']",5,1 Season,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-1.67253029915644,0.4177917485296971,Family/Kids Shows
Gunslinger Girl,"['Anime Series', ' Crime TV Shows']",2,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.7814525676077766,-1.297270640504197,Family/Kids Shows
Ha Unlimited,"['International TV Shows', ' TV Comedies']",4,2 Seasons,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3068089093218547,0.7142489114475351,Short Comedies
Hannibal,"['TV Horror', ' TV Mysteries', ' TV Thrillers']",4,3 Seasons,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.6658685076471991,0.9641391225171633,Mixed Genre Epics
Happy 300 Days,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",2,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.647892943373071,-0.3721514403688589,Short Comedies
Happy Valley,"['British TV Shows', ' Crime TV Shows', ' International TV Shows']",4,2 Seasons,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3.2237273903217933,-1.7257799266331137,Family/Kids Shows
Happyish,"['TV Comedies', ' TV Dramas']",4,1 Season,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4513462717549537,0.12178008555043716,Mixed Genre Epics
Harold Shipman - Driven to Kill,"['British TV Shows', ' Crime TV Shows', ' Docuseries']",2,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3.222340195714418,-2.328875148169242,Family/Kids Shows
Harry & Bunnie,"[""Kids' TV"", ' TV Comedies']",7,1 Season,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5055808129653605,3.2544040162246954,Drama-heavy Long Series
