title,listed_in,rating,duration,seasons,International TV Shows, TV Dramas, TV Mysteries,Crime TV Shows, International TV Shows, TV Action & Adventure,Docuseries, Reality TV, Romantic TV Shows, TV Comedies,TV Dramas, TV Horror,British TV Shows, Docuseries, Crime TV Shows,TV Comedies, Spanish-Language TV Shows, TV Thrillers,Kids' TV, TV Sci-Fi & Fantasy,Reality TV,Anime Series, Kids' TV, Korean TV Shows, Science & Nature TV, Teen TV Shows,TV Shows,TV Action & Adventure,Stand-Up Comedy & Talk Shows,Classic & Cult TV, Stand-Up Comedy & Talk Shows,Romantic TV Shows,TV Horror,Spanish-Language TV Shows, Classic & Cult TV,TV Sci-Fi & Fantasy,Cluster,PCA1,PCA2,Cluster_Label
Black Ink Crew New York,['Reality TV'],2,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.005092033607299272,0.0992456927206877,Family/Kids Shows
Pup Academy,"[""Kids' TV"", ' TV Comedies']",6,2 Seasons,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39453617961055837,3.06129129604384,Drama-heavy Long Series
Song Exploder,['Docuseries'],4,2 Seasons,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.6957047589247247,0.3939992577540331,Family/Kids Shows
Teen Mom 2,['Reality TV'],2,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.005092033607299272,0.0992456927206877,Family/Kids Shows
The Challenge,['Reality TV'],2,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.005092033607299272,0.0992456927206877,Family/Kids Shows
Hilda,"[""Kids' TV""]",7,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9188805852382916,2.788825337621225,Drama-heavy Long Series
Tiny Pretty Things,"['TV Dramas', ' TV Mysteries', ' TV Thrillers']",4,1 Season,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.49637079342102164,0.6647251694362339,Mixed Genre Epics
Children of Adam,"['International TV Shows', ' TV Dramas', ' TV Thrillers']",2,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.9689369851894425,-1.0093387250977905,Mixed Genre Epics
Grizzy et les Lemmings,"[""Kids' TV"", ' TV Comedies']",6,2 Seasons,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39453617961055837,3.06129129604384,Drama-heavy Long Series
The Mess You Leave Behind,"['International TV Shows', ' Spanish-Language TV Shows', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6673767977130205,-0.9958731285627366,Short Comedies
Alice in Borderland,"['International TV Shows', ' TV Action & Adventure', ' TV Mysteries']",4,1 Season,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5370105551168685,0.08708820349071521,Mixed Genre Epics
Futmalls.com,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",2,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.5084541824098646,-2.5194836145423944,Family/Kids Shows
Masameer Classics,"['International TV Shows', ' TV Comedies']",2,4 Seasons,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.528898176031459,0.32802347108582264,Short Comedies
Once Upon a Time,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']",2,1 Season,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8723371325131577,-1.422093259696194,Short Comedies
The Big Show Show,"[""Kids' TV"", ' TV Comedies']",3,2 Seasons,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01931628714971583,2.1574974593348073,Drama-heavy Long Series
The Expanding Universe of Ashley Garcia,"[""Kids' TV"", ' TV Comedies', ' Teen TV Shows']",5,3 Seasons,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.08028624841424534,2.8676932657092085,Drama-heavy Long Series
The Surgeon's Cut,"['Docuseries', ' Science & Nature TV']",2,1 Season,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-1.2586778323961658,-0.4860020881793351,Family/Kids Shows
Juman,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']",5,1 Season,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4584846657528834,-0.5182994229871621,Short Comedies
Mr. Iglesias,"['TV Comedies', ' Teen TV Shows']",2,3 Seasons,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.2658030637916735,0.21128058370332634,Mixed Genre Epics
100 Days My Prince,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']",2,1 Season,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8723371325131577,-1.422093259696194,Short Comedies
Manhunt: Deadly Games,"['Crime TV Shows', ' TV Dramas', ' TV Mysteries']",2,1 Season,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7428181685526263,-1.6835162093308242,Mixed Genre Epics
Room 2806: The Accusation,"['Crime TV Shows', ' Docuseries', ' International TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.465490974978514,-2.2340346713429193,Family/Kids Shows
Detention,"['International TV Shows', ' TV Dramas', ' TV Horror']",4,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0416526428446504,-0.3434455671297502,Mixed Genre Epics
Bhaag Beanie Bhaag,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3719912988662215,0.23037778410382917,Short Comedies
Big Mouth,['TV Comedies'],4,4 Seasons,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.2402100674553095,0.9224470103852774,Mixed Genre Epics
Kings of Jo'Burg,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.7843558269167142,-1.916954390069706,Family/Kids Shows
The Great British Baking Show: Holidays,"['British TV Shows', ' Reality TV']",4,3 Seasons,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.3390496729606918,-0.21024563072180416,Family/Kids Shows
Alien Worlds,"['British TV Shows', ' Docuseries', ' International TV Shows']",5,1 Season,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3.2033542360984053,-1.5094405203991839,Family/Kids Shows
Check The Store Next Door: The Next Chapter,"['International TV Shows', ' TV Comedies', ' TV Dramas']",2,2 Seasons,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1935483263430986,-0.36449156169352953,Short Comedies
Are You The One,['Reality TV'],2,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.005092033607299272,0.0992456927206877,Family/Kids Shows
Gormiti,"[""Kids' TV""]",6,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7540235740862442,2.379408833329393,Drama-heavy Long Series
Ink Master,['Reality TV'],2,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.005092033607299272,0.0992456927206877,Family/Kids Shows
Octonauts,"['British TV Shows', "" Kids' TV""]",6,4 Seasons,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.4366910047684667,1.5198160929264564,Family/Kids Shows
Oddbods,"[""Kids' TV"", ' TV Comedies']",6,1 Season,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36762999071193575,2.953139403988352,Drama-heavy Long Series
Stargate SG-1,"['Classic & Cult TV', ' TV Action & Adventure', ' TV Sci-Fi & Fantasy']",4,10 Seasons,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-0.3290305868158887,2.6760810680834504,Mixed Genre Epics
The Bachelorette,"['Reality TV', ' Romantic TV Shows']",2,1 Season,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.070274423151667,-0.3846254346230182,Short Comedies
The Guest,"['International TV Shows', ' TV Horror', ' TV Mysteries']",2,1 Season,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.189112129050289,-0.5346735626561304,Mixed Genre Epics
The Holiday Movies That Made Us,['Docuseries'],5,1 Season,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.8067493922795269,0.5871119779348895,Family/Kids Shows
The Repair Shop,"['British TV Shows', ' Reality TV']",5,1 Season,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.4231881174168715,-0.12528480259643582,Family/Kids Shows
The Uncanny Counter,"['International TV Shows', ' TV Action & Adventure', ' TV Dramas']",2,1 Season,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.941354357924929,-0.9267422499282804,Mixed Genre Epics
Fabulous Lives of Bollywood Wives,"['International TV Shows', ' Reality TV']",4,1 Season,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8883135212309925,-0.27764678833939166,Short Comedies
Heartbreak High,"['International TV Shows', ' TV Dramas', ' Teen TV Shows']",2,7 Seasons,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.875829096317189,-0.3979479822288243,Mixed Genre Epics
Over Christmas,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3719912988662215,0.23037778410382917,Short Comedies
Sugar Rush Christmas,['Reality TV'],2,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.005092033607299272,0.0992456927206877,Family/Kids Shows
Great Pretender,"['Anime Series', ' Crime TV Shows', ' International TV Shows']",4,2 Seasons,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.826230948863933,-1.595618840965147,Family/Kids Shows
Before 30,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3719912988662215,0.23037778410382917,Short Comedies
Valentino,"['International TV Shows', ' TV Comedies', ' TV Dramas']",2,1 Season,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.220454515241721,-0.47264345374901734,Short Comedies
Strongest Deliveryman,"['International TV Shows', ' Romantic TV Shows', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5964354880063083,-0.8195640352235064,Short Comedies
Flavorful Origins,"['Docuseries', ' International TV Shows']",3,3 Seasons,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.3535368623192285,-0.6999908873604613,Family/Kids Shows
Heart & Soul,"['International TV Shows', ' TV Dramas']",2,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.8340609318674135,-1.0463740244079762,Mixed Genre Epics
Mismatched,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3719912988662215,0.23037778410382917,Short Comedies
Voices of Fire,"['Docuseries', ' Reality TV']",5,1 Season,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.8657573858947031,0.2770987408624096,Family/Kids Shows
Holiday Home Makeover with Mr. Christmas,['Reality TV'],3,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.1059525997475031,0.2923584129015438,Family/Kids Shows
The Boss Baby: Back in Business,"[""Kids' TV"", ' TV Comedies']",7,4 Seasons,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5862993796612282,3.5788596923911595,Drama-heavy Long Series
We Are the Champions,"['Docuseries', ' Reality TV']",4,1 Season,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.7278065636412783,-0.02416587137393463,Family/Kids Shows
America's Next Top Model,['Reality TV'],2,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.005092033607299272,0.0992456927206877,Family/Kids Shows
Beyblade Burst Rise,"['Anime Series', "" Kids' TV""]",6,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.9584759966147391,1.3255215024279596,Family/Kids Shows
Polly Pocket,"[""Kids' TV""]",6,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7809297629848668,2.487560725384881,Drama-heavy Long Series
Survivor,['Reality TV'],2,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.005092033607299272,0.0992456927206877,Family/Kids Shows
The Crown,"['British TV Shows', ' International TV Shows', ' TV Dramas']",4,4 Seasons,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.464986832479049,-1.1691691751958515,Family/Kids Shows
American Horror Story,"['TV Horror', ' TV Mysteries', ' TV Thrillers']",4,9 Seasons,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.5044313742554637,1.6130504748500911,Mixed Genre Epics
The Minions of Midas,"['Crime TV Shows', ' International TV Shows', ' Spanish-Language TV Shows']",4,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.2859760890786531,-1.9927714700287775,Family/Kids Shows
Ethos,"['International TV Shows', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5581592873605639,-0.4438447999352884,Mixed Genre Epics
Graceful Friends,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.7843558269167142,-1.916954390069706,Family/Kids Shows
A Queen Is Born,"['International TV Shows', ' Reality TV']",2,1 Season,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1642151657378421,-0.8801760128120796,Short Comedies
Aunty Donna's Big Ol' House of Fun,['TV Comedies'],4,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.15949150075944182,0.5979913342188139,Mixed Genre Epics
The Liberator,"['TV Action & Adventure', ' TV Dramas']",4,1 Season,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.7693040170146626,0.40457542300236465,Mixed Genre Epics
Trial 4,"['Crime TV Shows', ' Docuseries']",4,1 Season,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.6966142382292069,-1.3331572464092807,Family/Kids Shows
A Lion in the House,['TV Shows'],2,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0.059062703445844786,-0.32260629797323787,Family/Kids Shows
DASH & LILY,"['Romantic TV Shows', ' TV Comedies', ' TV Dramas']",2,1 Season,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1.5022327335640397,-0.06291157266272529,Mixed Genre Epics
Bakugan: Armored Alliance,"['Anime Series', "" Kids' TV""]",7,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.096426818868164,1.626786114664304,Family/Kids Shows
Bakugan: Battle Planet,"['Anime Series', "" Kids' TV""]",5,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.8205251743613144,1.0242568901916151,Family/Kids Shows
Country Ever After,['Reality TV'],5,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.3818542442543526,0.894887637374232,Family/Kids Shows
Wrong Kind of Black,"['International TV Shows', ' TV Comedies', ' TV Dramas']",4,1 Season,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9445528707348723,0.12988577072367055,Short Comedies
Carmel: Who Killed Maria Marta?,"['Crime TV Shows', ' Docuseries', ' International TV Shows']",2,1 Season,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2.189589330471664,-2.836563895815608,Family/Kids Shows
Paranormal,"['International TV Shows', ' TV Dramas', ' TV Horror']",2,1 Season,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.3175542873515,-0.945974791602438,Mixed Genre Epics
Love & Anarchy,"['International TV Shows', ' Romantic TV Shows', ' TV Comedies']",4,1 Season,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3719912988662215,0.23037778410382917,Short Comedies
Can You Hear Me?,"['International TV Shows', ' TV Comedies', ' TV Dramas']",4,2 Seasons,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9176466818362499,0.23803766277915853,Short Comedies
60 Days In,['Reality TV'],4,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.24390342200092782,0.593623025137888,Family/Kids Shows
Dawson's Creek,"['Romantic TV Shows', ' TV Dramas', ' Teen TV Shows']",2,6 Seasons,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1.1845135035381293,-0.09636799319802009,Mixed Genre Epics
Forged in Fire,['Reality TV'],2,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.031998222505921825,-0.008906199334800094,Family/Kids Shows
Leah Remini: Scientology and the Aftermath,['Docuseries'],2,3 Seasons,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.44670930331649794,-0.1003780746631671,Family/Kids Shows
LEGO Jurassic World: Legend of Isla Nublar,"[""Kids' TV""]",6,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7540235740862442,2.379408833329393,Drama-heavy Long Series
LEGO Jurassic World: Secret Exhibit,"[""Kids' TV""]",6,1 Season,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7540235740862442,2.379408833329393,Drama-heavy Long Series
LEGO Ninjago,"[""Kids' TV""]",7,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9188805852382916,2.788825337621225,Drama-heavy Long Series
LEGO Ninjago: Masters of Spinjitzu,"[""Kids' TV""]",7,10 Seasons,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1341300964272727,3.6540404740651273,Drama-heavy Long Series
LEGO: CITY Adventures,"[""Kids' TV"", ' TV Comedies']",6,1 Season,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.36762999071193575,2.953139403988352,Drama-heavy Long Series
The Garfield Show,"[""Kids' TV"", ' TV Comedies']",6,4 Seasons,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44834855740780344,3.277595080154815,Drama-heavy Long Series
The Good Detective,"['Crime TV Shows', ' International TV Shows', ' TV Dramas']",4,1 Season,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.7843558269167142,-1.916954390069706,Family/Kids Shows
Voice,"['Crime TV Shows', ' International TV Shows', ' Korean TV Shows']",2,2 Seasons,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.3819328596945485,-2.085244691029983,Family/Kids Shows
Afronta! Facing It!,"['Docuseries', ' International TV Shows']",5,1 Season,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.5756261290288331,-0.3137654469987491,Family/Kids Shows
Zumbo's Just Desserts,"['International TV Shows', ' Reality TV']",5,1 Season,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7503626989775677,0.023617823896952425,Short Comedies
Kongsuni and Friends,"[""Kids' TV"", ' Korean TV Shows']",6,2 Seasons,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016664478856533084,2.3374365081734276,Drama-heavy Long Series
Marvel's Agents of S.H.I.E.L.D.,"['TV Action & Adventure', ' TV Sci-Fi & Fantasy']",2,7 Seasons,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.5578683897997314,1.5801127246572204,Mixed Genre Epics
